nome,id_entidade_parlametria,partido,uf,casa,governismo,governismo_ma,peso_politico,votos_favoraveis,votos_contra,votos_indef,votos_sim_nao,apoio
Silvio Costa Filho,1204425,REPUBLICANOS,PE,camara,4.022484661028924,-0.45980609920089854,0.055784,3,8,0,11,0.2727272727272727
Sóstenes Cavalcante,1178947,DEM,RJ,camara,4.611996224173982,5.543021904127308,0.093917,1,9,0,10,0.1
Stefano Aguiar,192776,PSD,MG,camara,4.3448128153459304,0.4823091334024525,0.0604574,2,17,0,19,0.10526315789473684
Subtenente Gonzaga,1177282,PDT,MG,camara,-1.250132762823256,-2.386735850764542,0.100336,1,0,6,1,1
Tabata Amaral,1204534,PDT,SP,camara,0.06850987709581524,-3.588965008784431,0.0357773,9,1,1,10,0.9
Tadeu Alencar,1178922,PSB,PE,camara,-2.1144545226617497,-7.62290198254899,0.296913,0,0,9,0,NaN
Talíria Petrone,1204464,PSOL,RJ,camara,-7.16548349840843,-6.465732194370224,0.0953338,3,0,10,3,1
Ted Conti,1206231,PSB,ES,camara,-1.0046149940670794,-3.6220418997416175,0.0126093,6,0,17,6,1
Tereza Nelma,1204466,PSDB,AL,camara,1.9808070128350401,-0.4468028538677853,0.0710085,4,9,0,13,0.3076923076923077
Tiago Dimas,1143084,SOLIDARIEDADE,TO,camara,2.8804229705853164,2.06682076438595,0.0848746,2,19,0,21,0.09523809523809523
Tiago Mitraud,1204519,NOVO,MG,camara,6.506710998772405,5.715344269069831,0.0397623,2,20,0,22,0.09090909090909091
Tiririca,1160976,PL,SP,camara,0.47218365622754455,-0.10117735754237067,0.0760807,3,20,0,23,0.13043478260869565
Tito,1197438,AVANTE,BA,camara,3.535898348655449,4.442278551247297,0.0888529,2,19,0,21,0.09523809523809523
Toninho Wandscheer,1178934,PROS,PR,camara,4.606969462313913,7.609600308017242,0.310885,1,16,0,17,0.058823529411764705
Túlio Gadêlha,1157130,PDT,PE,camara,-2.7077926454125345,-3.9013573182405725,0.0547439,2,0,5,2,1
Uldurico Junior,1178863,PROS,BA,camara,2.577254353539896,1.344444165245518,0.013946,2,16,0,18,0.1111111111111111
Vaidon Oliveira,1195866,PROS,CE,camara,4.278100364043171,3.6679405853085214,0.0957883,2,16,0,18,0.1111111111111111
Valdevan Noventa,1204385,PL,SE,camara,1.447849341328828,-1.4717287866351523,0.027892,6,8,2,14,0.42857142857142855
Valmir Assunção,1160610,PT,BA,camara,-6.818220461288379,-8.218783268005833,0.0825792,4,0,10,4,1
Valtenir Pereira,1141552,MDB,MT,camara,5.3086129167878955,4.4557155558473625,NA,0,14,0,14,0
Vander Loubet,174376,PT,MS,camara,-4.2894354275516235,-7.904917633077796,0.094379,1,0,2,1,1
Vanderlei Macris,1141553,PSDB,SP,camara,2.9247183618318715,-0.4505690529887083,0.130521,5,11,0,16,0.3125
Vavá Martins,1204505,REPUBLICANOS,PA,camara,3.6390337675102824,-1.44850159386292,0,10,11,0,21,0.47619047619047616
Vermelho,1204396,PSD,PR,camara,5.2953914685189485,3.4869737990230387,0.0104562,3,10,0,13,0.23076923076923078
Vicentinho,174283,PT,SP,camara,-5.108302118044571,-7.397749861344368,0.102804,2,0,8,2,1
Vicentinho Júnior,1137070,PL,TO,camara,6.195854905132656,4.965167918299237,0.0458119,1,0,0,1,1
Vilson Da Fetaemg,1204483,PSB,MG,camara,-2.5834386728946193,-5.055467908886896,0.0384371,5,0,17,5,1
Vinicius Carvalho,1141555,REPUBLICANOS,SP,camara,4.093586680917822,4.944796761496127,0.027892,2,6,0,8,0.25
Vinicius Gurgel,1160591,PL,AP,camara,7.328027451280509,4.446359184434414,0.0715247,0,4,0,4,0
Vinicius Poit,1204532,NOVO,SP,camara,6.141965962342155,6.846242522064827,0,2,21,0,23,0.08695652173913043
Vitor Hugo,1179587,PSL,GO,camara,7.576011695935556,5.5985716831443515,0.223136,2,12,0,14,0.14285714285714285
Vitor Lippi,1178992,PSDB,SP,camara,3.108542750882661,0.607494052666425,0.0951555,3,11,0,14,0.21428571428571427
Waldenor Pereira,1160569,PT,BA,camara,-7.086404658928979,-8.403899378238753,0.0965252,1,0,10,1,1
Walter Alves,1178952,MDB,RN,camara,3.929156678061336,6.0995430123862135,0.0870909,2,17,0,19,0.10526315789473684
Weliton Prado,1160518,PROS,MG,camara,-0.29176363544765316,-3.317668824913693,0.177493,18,3,0,21,0.8571428571428571
Wellington Roberto,174043,PL,PB,camara,4.5300865149838,5.456176222598614,0.324794,0,3,0,3,0
Wilson Santiago,174044,PTB,PB,camara,3.895628772695618,1.521706153987889,0.138236,2,17,0,19,0.10526315789473684
Wladimir Garotinho,1204463,PSD,RJ,camara,2.80876223902089,3.366680407598821,NA,2,16,0,18,0.1111111111111111
Wolney Queiroz,174439,PDT,PE,camara,-1.7221997340372237,-2.4924216843098534,0.147008,1,0,15,1,1
Zé Carlos,1178889,PT,MA,camara,-5.408557865966127,-8.35603871471605,0.0644692,4,0,11,4,1
Zé Neto,1204559,PT,BA,camara,-4.056365290876801,-7.850310881620362,0.0992029,3,0,7,3,1
Zé Silva,1160632,SOLIDARIEDADE,MG,camara,3.5869005193279264,4.118648116868409,0.11724,3,17,0,20,0.15
Zé Vitor,1204517,PL,MG,camara,4.165845737599126,4.93235710174773,0,3,20,0,23,0.13043478260869565
Zeca Dirceu,1160592,PT,PR,camara,-6.937883103392825,-7.367568030559216,0.0984647,2,0,3,2,1
